"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"157",157,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","TTAC-000, PEMBROLIZUMAB","UNK, UNK","I","Advanced, First&Second line","Dose limiting toxicities, Adverse events, Immunogenicity","NCT03720431","only requirement is 2 weeks from having received systemic chemo, or 4 weeks from other investigational drugs","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03720431","NA,DB09037","NA, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"158",158,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","VINORELBINE, APATINIB","UNK, VEGF2","II","Advanced, Second line","Progress-Free Survival(PFS) ","NCT03932526","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03932526","DB00361,DB14765","5311497, 45139106","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"159",159,"METASTATIC BREAST CANCER","ESR1, PGR","Positive, Positive","AND/OR","Protein expression, protein expression","ABEMACICLIB, ANASTROZOLE, FULVESTRANT, LETROZOLE, PALBOCICLIB, RIBOCICLIB","CDK4/CDK6, UNK, UNK, UNK, CDK4/CDK6, CDK4/CDK6","II","Advanced, Second line","To assess progression free survival (PFS) with transition to fulvestrant compared with continuing aromatase inhibitor (AI) therapy in patients with emergence of estrogen receptor 1 (ESR1) mutations in plasma.","NCT04256941","Has different treatment arms, each require the same biomarkers","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04256941","DB12001,DB01217,DB00947,DB01006,DB09073,DB11730","46220502, 2187, 104741, 3902, 11478676, 44631912","ENSG00000091831, ENSG00000082175","EFO_1000984","ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"160",160,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR, PDL1","Negative, negative, negative, positive","AND, AND, AND","Protein expression, protein expression, protein expression, protein expression","PACLITAXEL, NAB-PACLITAXEL, ATEZOLIZUMAB","UNK, UNK, UNK","III","Advanced, First line","Percentage of Participants with treatment-emergent Grade≥3 Aes, Percentage of Participants with treatment-emergent Grade≥2 imAEs","NCT04148911","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04148911","DB01229,NA,DB11595","36314, 36314, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000120217","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND PDL1 PROTEIN EXPRESSION POSITIVE","pass"
"161",161,"ADVANCED TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","TT-00420","UNK","I","Advanced, second line","Maximum Tolerated Dose (MTD) and/or Dose Limiting Toxicity (DLT)","NCT03654547","Included solid tumors in this study. However, TNBC was seperated into a different cohort of the trial.","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03654547","NA","NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"162",162,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","CARBOPLATIN, PACLITAXEL, DOXORUBICIN, CYCLOPHOSPHAMIDE","UNK, UNK, UNK, UNK","II","First Line","Pathological complete response (pCR) rate","NCT04083963","must be operable","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04083963","DB00958,DB01229,DB00997,DB00531","56840877, 36314, 443939, 2907","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"163",163,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","NIRAPARIB","PARP","I","First line","Maximum Tolerated Dose","NCT03945721","Experimental treatment includes radiation therapy","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03945721","DB11793","24958200","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"164",164,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","JS001, GP","UNK, UNK","II","Advanced, First line","Maximum Tolerated Dose (MTD) of JS001 when combined with GP","NCT03251313","the author never directly states what ""GP"" stands for","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03251313","NA,NA","NA, 66793","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"165",165,"EARLY STAGE (I, IIA, IIB, IIIA) BREAST CANCER","ESR1, PGR","Positive, Positive","And/OR","Protein expression, protein expression","","UNK","II","First Line","(Z-)endoxifen plasma concentration ","NCT03931928","This is given with conjuction of tamoxifen, which is the drug acting upon the cancer. The dosing of (z)-endoxifen also depends upon their ""CYP2D6 genetics""","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03931928","NA","NA","ENSG00000091831, ENSG00000082175","MONDO_0007254","ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","failed drug"
"166",166,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","CAMRELIZUMAB, NAB-PACLITAXEL, FAMITINIB","UNK, UNK, UNK","II","Advanced, First line","ORR","NCT04129996","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04129996","DB14776,NA,DB11741","NA, 36314, 16662431","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"167",167,"RECURRENT OR METASTATIC BREAST CANCER","ERBB2","Positive","NA","protein expression&amplification/protein expression","RECOMBINANT ANTI-HER2 HUMANIZED MONOCLONAL ANTIBODY CONJUGATE","ERBB2","I","Advanced, First&Second line","Maximum Tolerated Dose, Dose-Limiting Toxicity, Immunogenicity assessment, Titer of ADA positive sample, Peak Plasma Time, Peak Plasma Concentration, half-life time, Mean Residence Time( MRT), Area under the plasma concentration versus time curve (AUC), elimination rate constant, clearance rate(CL/F), Objective Remission Rate (ORR): to be defined as the percentage of patients with complete response or partial response. Patients with CR or PR for the first evaluation will be confirmed after 4weeks. Patients without any evaluations are regarded as none-response, Disease Control rate(DCR): to be defined as the percentage of patients with complete response, partial response or stable disease, Duration of response(DOR): to be defined as the duration from the first evaluation time when the patient has CR or PR to the first evaluation time when the patient has disease progression or death, Progression-free survival:to be defined as the duration from the time of first infusion to the first recording time when the patient has disease progression or death","NCT03953833","Just had to stop chemo/hormone therapy before start of the trial","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03953833","NA","NA","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE","failed drug"
"168",168,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","NAB-PACLITAXEL, EPIRUBICIN, CARBOPLATIN","UNK, UNK, UNK","II","First line","pCR (pathological complete response)","NCT04138719","The purpose of this therapy is to make part of patients operable and to facilitate breast-conserving surgery. Study had different arms, all had to be TNBC","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04138719","NA,DB00445,DB00958","36314, 65348, 56840877","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"169",169,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, negative/positive, negative/positive","AND, AND","protein expression&amplification/protein expression, protein expression, protein expression","PEGYLATED LIPOSOMAL DOXORUBICIN, TRASTUZUMAB","UNK, UNK","II","Advanced, First line","Objective response rate (ORR)","NCT03933319","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03933319","NA,DB00072","NA, 3001322","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","failed drug"
"170",170,"ADVANCED BREAST CANCER","ERBB2, ESR1","Negative, Positive","AND","protein expression, protein expression","CRIZOTINIB, FULVESTRANT","UNK, oestrogen receptor","II","Advanced, First line","Percentage of Participants With Objective Response Assessed Using RECIST v1.1","NCT03620643","also looked at gastric cancer, but was in separate study arm","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03620643","DB08865,DB00947","11626560, 104741","ENSG00000141736, ENSG00000091831","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","pass"
"171",171,"METASTATIC BREAST CANCER","ERBB2","Positive","NA","protein expression&amplification/protein expression","PYROTINIB MALEATE, NAB-PACLITAXEL","UNK, UNK","II","Advanced, First line","Progress-free survival(PFS)","NCT03919253","could have been treated for HR in the metastatic setting","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03919253","NA,NA","138115215, 36314","ENSG00000141736","EFO_1000984","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE","pass"
"172",172,"METASTATIC BREAST CANCER","ERBB2, APOBEC3B, ER","Negative, Positive, negative/positive","AND, AND","protein expression, mutation, protein expression","PEMBROLIZUMAB","UNK","II","Advanced, Second line","Overall response rate (ORR)","NCT03989089","researchers listed APOBEC3BE as a biomarker in this trial","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03989089","DB09037","NA","ENSG00000141736, ENSG00000179750, ENSG00000091831","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND APOBEC3B MUTATION POSITIVE AND ER PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"173",173,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","PEMBROLIZUMAB, CARBOPLATIN, GEMCITABINE, OLAPARIB","UNK, UNK, UNK, UNK","II/III","Advanced, First line","Progression-Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors Version 1.1 , Overall Survival (OS)","NCT04191135","looked at different drug combinations. Both arms required the same biomarkers","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04191135","DB09037,DB00958,DB00441,DB09074","NA, 56840877, 60750, 23725625","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"174",174,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","TQB2450, ANLOTINIB HYDROCHIORIDE","PDL1, UNK","I","Second Line","Overall Response Rate(ORR)","NCT03855358","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03855358","NA,NA","NA, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"175",175,"EARLY STAGE OR LOCALLY ADVANCED BREAST CANCER","ERBB2, ESR1, PGR","Positive, negative/positive, negative/positive","AND, AND","protein expression&amplification/protein expression, protein expression, protein expression","PYROTINIB, TRASTUZUMAB, VINORELBINE","HER1/HER2, UNK, UNK","UNK","First Line","Objective Response Rate","NCT03947242","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03947242","DB14993,DB00072,DB00361","51039030, 3001322, 5311497","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"176",176,"EARLY STAGE OR LOCALLY ADVANCED BREAST CANCER","ERBB2","Positive","NA","protein expression&amplification/protein expression","PYROTINIB, TRASTUZUMAB, DOCETAXEL, CARBOPLATIN","UNK, UNK, UNK, UNK","UNK","First Line","Percentage of Participants With Pathological Complete Response","NCT03847818","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03847818","DB14993,DB00072,DB01248,DB00958","51039030, 3001322, 148124, 56840877","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE","pass"
"177",177,"LOCALLY ADVANCED","ERBB2, ESR1","Positive, negative/positive","AND","protein expression&amplification/protein expression, protein expression","DOCETAXEL, ATEZOLIZUMAB, TRASTUZUMAB SC, PERTUZUMAB, DOXORUBICIN, CYCLOPHOSPHAMIDE, HERCEPTIN SC","UNK, UNK, UNK, UNK, UNK, UNK, UNK","I/II","First Line","Pathologic CR(pCR) rate of neo-adjuvant chemotherapy","NCT03881878","Patients with locally advanced breast cancer (T2-3N0-3), Patients with early breast cancer with high-risk (T1cN1), Patients with locally advanced inflammatory breast cancer","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03881878","DB01248,DB11595,NA,DB06366,DB00997,DB00531,NA","148124, NA, NA, NA, 443939, 2907, NA","ENSG00000141736, ENSG00000091831","EFO_0005856","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION/PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"178",178,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, negative/positive, negative/positive","AND, AND/OR","Protein expression, protein expression, protein expression","TUCATINIB, T-DM1","UNK, UNK","III","Advanced, Second line","Progression-free survival (PFS) per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1 by investigator assessment","NCT03975647","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03975647","DB11652,DB05773","51039094, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"179",179,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, negative, negative","AND, AND","Protein expression, protein expression, protein expression","SPARTALIZUMAB, LAG525, NIR178, CAPMATINIB, MCS110, CANAKINUMAB","UNK, UNK, UNK, UNK, UNK, UNK","I","Advanced, Second line","Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs) as a measure of safety, Severity of Adverse Events (AEs) and Serious Adverse Events (SAEs) as a measure of safety, Incidence of dose limiting toxicities (DLTs) of treatment, Frequency of dose interuptions, Frequency of dose reductions, Dose intensities","NCT03742349","Different treatment arms, all had the same biomarkers","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03742349","DB14892,NA,NA,DB11791,NA,DB06168","NA, NA, NA, 25145656, NA, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"180",180,"INVASIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein expression, protein expression, protein expression","TAMOXIFEN CITRATE","aromatase","II","First Line","Ten year breast cancer free interval, Ten year contralateral breast cancer incidence","NCT03917082","Must be older than 50 at diagnosis","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03917082","NA","2733525","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000307","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"181",181,"EARLY OR LOCALLY ADVANCED INVASICE BREAST CANCER","ERBB2","Positive","NA","protein expression&amplification","SIBP-01, DOCETAXEL, CARBOPLATIN","UNK, UNK, UNK","III","First Line","Total pathologic complete response (tpCR","NCT03989037","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03989037","NA,DB01248,DB00958","NA, 148124, 56840877","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE","failed drug"
"182",182,"BREAST CANCER","NA","NA","NA","NA","DOCETAXEL, EPIRUBICIN, CYCLOPHOSPHAMIDE, HUMAN RECOMBIANT ENOSTATIN","UNK, UNK, UNK","II/III","First Line","Clinical/pathological response","NCT01907529","no biomarkers noted","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT01907529","DB01248,DB00445,DB00531,NA","148124, 65348, 2907, NA","ENSG00000183023","MONDO_0007254","NA NA NA","pass"
"183",183,"METASTATIC BREAST CANCER","ERBB2","negative","NA","protein expression","NAVELBINE","UNK","II","Advanced, Second line","Disease Control Rate","NCT03854617","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03854617","NA","5311497","ENSG00000141736","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"184",184,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR, BRCA1, BRCA2","Negative, Negative, Negative, Positive, Positive","AND, AND, AND, AND/OR","Protein Expression, Protein expression, Protein expression, Mutation, Mutation","CARBOPLATIN, PACLITAXEL","UNK, UNK","III","First line","3-year disease-free survival","NCT03876886","complete tumor removal by either modified radical mastectomy or local excision plus axillary lymph node dissection","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03876886","DB00958,DB01229","56840877, 36314","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000012048, ENSG00000139618","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND BRCA1 MUTATION POSITIVE AND/OR BRCA2 MUTATION POSITIVE","pass"
